text,lang,filename
Dom. Coquard-Loison-Fleurot,fr,Dom. Coquard-Loison-Fleurot.mp3
Domaine Robert Sirugue,fr,Domaine Robert Sirugue.mp3
Domaine Georges Noellat,fr,Domaine Georges Noellat.mp3
Domaine Jean-Marc Millot,fr,Domaine Jean-Marc Millot.mp3
Vosne-Romanée,fr,AOC Vosne-Romanée.mp3
Vosne-Romanée 1er Cru Au-dessus des Malconsorts,fr,AOC Vosne-Romanée 1er Cru Au-dessus des Malconsorts.mp3
Vosne-Romanée 1er Cru Aux Brûlées,fr,AOC Vosne-Romanée 1er Cru Aux Brûlées.mp3
Vosne-Romanée 1er Cru Aux Malconsorts,fr,AOC Vosne-Romanée 1er Cru Aux Malconsorts.mp3
Vosne-Romanée 1er Cru Aux Raignots,fr,AOC Vosne-Romanée 1er Cru Aux Raignots.mp3
Vosne-Romanée 1er Cru Clos des Réas,fr,AOC Vosne-Romanée 1er Cru Clos des Réas.mp3
Vosne-Romanée 1er Cru Cros Parantoux,fr,AOC Vosne-Romanée 1er Cru Cros Parantoux.mp3
Vosne-Romanée 1er Cru La Croix Rameau,fr,AOC Vosne-Romanée 1er Cru La Croix Rameau.mp3
Vosne-Romanée 1er Cru Les Beaux Monts,fr,AOC Vosne-Romanée 1er Cru Les Beaux Monts.mp3
Vosne-Romanée 1er Cru Les Chaumes,fr,AOC Vosne-Romanée 1er Cru Les Chaumes.mp3
Vosne-Romanée 1er Cru Les Gaudichots,fr,AOC Vosne-Romanée 1er Cru Les Gaudichots.mp3
Vosne-Romanée 1er Cru Les Petis Monts,fr,AOC Vosne-Romanée 1er Cru Les Petis Monts.mp3
Vosne-Romanée 1er Cru Les Suchots,fr,AOC Vosne-Romanée 1er Cru Les Suchots.mp3
Vosne-Romanée 1er Cru,fr,AOC Vosne-Romanée 1er Cru.mp3
Domaine Confuron-Cotetidot,fr,Domaine Confuron-Cotetidot.mp3
Domaine Michel Noellat,fr,Domaine Michel Noellat.mp3
Domaine Prieuré-Roch,fr,Domaine Prieuré-Roch.mp3
Domaine René Cacheux et Fils,fr,Domaine René Cacheux et Fils.mp3
Domaine de l'Arlot,fr,Domaine de l'Arlot.mp3
Domaine Arnoux-Lachaux,fr,Domaine Arnoux-Lachaux.mp3
Domaine François Lamarche,fr,Domaine François Lamarche.mp3
Domaine Hudelot-Noellat,fr,Domaine Hudelot-Noellat.mp3
Domaine Chantal Lescure,fr,Domaine Chantal Lescure.mp3
Domaine Michel Joannet,fr,Domaine Michel Joannet.mp3
Domaine Gérard Mugneret,fr,Domaine Gérard Mugneret.mp3
Domaine Jérôme Chezeaux,fr,Domaine Jérôme Chezeaux.mp3
Domaine Yves Chevallier,fr,Domaine Yves Chevallier.mp3
Domaine Jean-Marc Millot,fr,Domaine Jean-Marc Millot.mp3
Domaine du Clos des Poulettes,fr,Domaine du Clos des Poulettes.mp3
Domaine Mongeard-Mugneret,fr,Domaine Mongeard-Mugneret.mp3
Comte Liger-Belair,fr,Comte Liger-Belair.mp3
Domaine Berthaut-Gerbet,fr,Domaine Berthaut-Gerbet.mp3
Domaine de Bellene,fr,Domaine de Bellene.mp3
Domaine Jean Grivot,fr,Domaine Jean Grivot.mp3
Domaine Sylvain Cathiard et Fils.,fr,Domaine Sylvain Cathiard et Fils..mp3
Domaine Richard Maniere,fr,Domaine Richard Maniere.mp3
Domaine Boigey Frères,fr,Domaine Boigey Frères.mp3
La Grande Rue Grand Cru,fr,AOC La Grande Rue Grand Cru.mp3
La Romanée Grand Cru,fr,AOC La Romanée Grand Cru.mp3
La Tâche Grand Cru,fr,AOC La Tâche Grand Cru.mp3
Richebourg Grand Cru,fr,AOC Richebourg Grand Cru.mp3
Romanée-Conti Grand Cru,fr,AOC Romanée-Conti Grand Cru.mp3
Romanée-Saint-Vivant Grand Cru,fr,AOC Romanée-Saint-Vivant Grand Cru.mp3
Domaine de la Romanée-Conti,fr,Domaine de la Romanée-Conti.mp3
Domaine Leroy,fr,Domaine Leroy.mp3
Domaine Gros Frères et soeur,fr,Domaine Gros Frères et soeur.mp3
Domaine A.-F. Gros,fr,Domaine A.-F. Gros.mp3
Anne Gros ,fr,Anne Gros .mp3
Thibault Liger-Belair ,fr,Thibault Liger-Belair .mp3
Domaine Méo-Camuzet,fr,Domaine Méo-Camuzet.mp3
Domaine Jean Grivot,fr,Domaine Jean Grivot.mp3
Domaine Mongeard-Mugneret,fr,Domaine Mongeard-Mugneret.mp3
Domaine Hudelot-Noëllat,fr,Domaine Hudelot-Noëllat.mp3
Domaine du Clos Frantin,fr,Domaine du Clos Frantin.mp3
Vougeot,fr,AOC Vougeot.mp3
Vougeot 1er Cru Clos de la Perrière,fr,AOC Vougeot 1er Cru Clos de la Perrière.mp3
Vougeot 1er Cru Le Clos Blanc,fr,AOC Vougeot 1er Cru Le Clos Blanc.mp3
Vougeot 1er Cru Les Crâs,fr,AOC Vougeot 1er Cru Les Crâs.mp3
Vougeot 1er Cru Les Petits Vougeots,fr,AOC Vougeot 1er Cru Les Petits Vougeots.mp3
Vougeot 1er Cru,fr,AOC Vougeot 1er Cru.mp3
Clos de Vougeot ou Clos Vougeot Grand Cru,fr,AOC Clos de Vougeot ou Clos Vougeot Grand Cru.mp3
Nuits-Saint-Georges,fr,AOC Nuits-Saint-Georges.mp3
Nuits-Saint-Georges 1er Cru Aux Argillas,fr,AOC Nuits-Saint-Georges 1er Cru Aux Argillas.mp3
Nuits-Saint-Georges 1er Cru Aux Boudots,fr,AOC Nuits-Saint-Georges 1er Cru Aux Boudots.mp3
Nuits-Saint-Georges 1er Cru Aux Bousselots,fr,AOC Nuits-Saint-Georges 1er Cru Aux Bousselots.mp3
Nuits-Saint-Georges 1er Cru Aux Chaignots,fr,AOC Nuits-Saint-Georges 1er Cru Aux Chaignots.mp3
Nuits-Saint-Georges 1er Cru Aux Champs Perdrix,fr,AOC Nuits-Saint-Georges 1er Cru Aux Champs Perdrix.mp3
Nuits-Saint-Georges 1er Cru Aux Cras,fr,AOC Nuits-Saint-Georges 1er Cru Aux Cras.mp3
Nuits-Saint-Georges 1er Cru Aux Murgers,fr,AOC Nuits-Saint-Georges 1er Cru Aux Murgers.mp3
Nuits-Saint-Georges 1er Cru Aux Thorey,fr,AOC Nuits-Saint-Georges 1er Cru Aux Thorey.mp3
Nuits-Saint-Georges 1er Cru Aux Vignerondes,fr,AOC Nuits-Saint-Georges 1er Cru Aux Vignerondes.mp3
Nuits-Saint-Georges 1er Cru Chaines Carteaux,fr,AOC Nuits-Saint-Georges 1er Cru Chaines Carteaux.mp3
Nuits-Saint-Georges 1er Cru Château Gris,fr,AOC Nuits-Saint-Georges 1er Cru Château Gris.mp3
Nuits-Saint-Georges 1er Cru Clos des Porrets-Saint-Georges,fr,AOC Nuits-Saint-Georges 1er Cru Clos des Porrets-Saint-Georges.mp3
Nuits-Saint-Georges 1er Cru En la Perrière Noblot,fr,AOC Nuits-Saint-Georges 1er Cru En la Perrière Noblot.mp3
Nuits-Saint-Georges 1er Cru La Richemone,fr,AOC Nuits-Saint-Georges 1er Cru La Richemone.mp3
Nuits-Saint-Georges 1er Cru Les Cailles,fr,AOC Nuits-Saint-Georges 1er Cru Les Cailles.mp3
Nuits-Saint-Georges 1er Cru Les Chabœufs,fr,AOC Nuits-Saint-Georges 1er Cru Les Chabœufs.mp3
Nuits-Saint-Georges 1er Cru Les Crots,fr,AOC Nuits-Saint-Georges 1er Cru Les Crots.mp3
Nuits-Saint-Georges 1er Cru Les Damodes,fr,AOC Nuits-Saint-Georges 1er Cru Les Damodes.mp3
Nuits-Saint-Georges 1er Cru Les Hauts Pruliers,fr,AOC Nuits-Saint-Georges 1er Cru Les Hauts Pruliers.mp3
Nuits-Saint-Georges 1er Cru Les Perrières,fr,AOC Nuits-Saint-Georges 1er Cru Les Perrières.mp3
Nuits-Saint-Georges 1er Cru Les Porrets-Saint-Georges,fr,AOC Nuits-Saint-Georges 1er Cru Les Porrets-Saint-Georges.mp3
Nuits-Saint-Georges 1er Cru Les Poulettes,fr,AOC Nuits-Saint-Georges 1er Cru Les Poulettes.mp3
Nuits-Saint-Georges 1er Cru Les Procès,fr,AOC Nuits-Saint-Georges 1er Cru Les Procès.mp3
Nuits-Saint-Georges 1er Cru Les Pruliers,fr,AOC Nuits-Saint-Georges 1er Cru Les Pruliers.mp3
Nuits-Saint-Georges 1er Cru Les Saints-Georges,fr,AOC Nuits-Saint-Georges 1er Cru Les Saints-Georges.mp3
Nuits-Saint-Georges 1er Cru Les Vallerots,fr,AOC Nuits-Saint-Georges 1er Cru Les Vallerots.mp3
Nuits-Saint-Georges 1er Cru Les Vaucrains,fr,AOC Nuits-Saint-Georges 1er Cru Les Vaucrains.mp3
Nuits-Saint-Georges 1er Cru Roncière,fr,AOC Nuits-Saint-Georges 1er Cru Roncière.mp3
Nuits-Saint-Georges 1er Cru Rue de Chaux,fr,AOC Nuits-Saint-Georges 1er Cru Rue de Chaux.mp3
Nuits-Saint-Georges 1er Cru,fr,AOC Nuits-Saint-Georges 1er Cru.mp3
Domaine Alain Michelot,fr,Domaine Alain Michelot.mp3
Domaine Robert Chevillon,fr,Domaine Robert Chevillon.mp3
Domaine Jean Chauvenet,fr,Domaine Jean Chauvenet.mp3
Domaine de la Poulette,fr,Domaine de la Poulette.mp3
Domaine Christian Confuron,fr,Domaine Christian Confuron.mp3
Domaine Jérôme Chezeaux,fr,Domaine Jérôme Chezeaux.mp3
Domaine Chicotot,fr,Domaine Chicotot.mp3
Domaine Gouges,fr,Domaine Gouges.mp3
Domaine Dupasquier,fr,Domaine Dupasquier.mp3
Domaine Ambroise,fr,Domaine Ambroise.mp3
Irancy,fr,AOC Irancy.mp3
Saint-Bris,fr,AOC Saint-Bris.mp3
Vézelay,fr,AOC Vézelay.mp3
Mâcon-Villages,fr,AOC Mâcon-Villages.mp3
Mâcon,fr,AOC Mâcon.mp3
Pouilly-Fuissé,fr,AOC Pouilly-Fuissé.mp3
Pouilly-Loché,fr,AOC Pouilly-Loché.mp3
Pouilly-Vinzelles,fr,AOC Pouilly-Vinzelles.mp3
Saint-Véran,fr,AOC Saint-Véran.mp3
Viré-Clessé,fr,AOC Viré-Clessé.mp3
